OriginalText,AugmentedText,SemanticSimilarity,LexicalSimilarity
"Estación de metro decente ubicada en un barrio animado","metro de Estación vivaz decente ubicada en un animado",0.8839736,0.7142857142857143
"Estación de níquel limpio","limpio preciso de Estación",0.7827642,0.5
"Relativamente nuevo, amplio y de color !!…","color nuevo, ancho y de Relativamente !!…",0.8976523,0.6
"Limpio y rápido.Por ponerle un pero.....pero por qué no hay wifi,siendo una de la lineas de metro más nuevas??…","Limpio y más preciso ponerle un por qué no no hay una de la rápido.Por de tren subterráneo lineas nuevas??…",0.7866201,0.5384615384615384
"Una de las estaciones más limpias de Madrid!","Una de las estaciones limpias más limpias de",0.7902452,0.6666666666666666
"No es de las estaciones más modernas, pero sí muy necesaria en esta parte de la ciudad.","No es de las estaciones más modernas, pero no sustancialmente sí en esta trozo de la ciudad.",0.90821797,0.5
"Conductor de metro ligero , parada Antonio Saura, muy mal fatal,en la puerta de metro y no abrió,  gracias","de tren subterráneo fatalen dinámico , parada Antonio abrió, muy imperfectamente fatal,en la seguro de metro y no gracias Saura,",0.79830885,0.5
"Una estación con un aparcamiento escaso donde, sin estorbar a la circulación, a veces mandan a la grúa. La estación no tiene cuartos de baño. Hay unas encargadas amables, pero los trenes tienen pésimos rótulos anunciadores del destino. Suele haber retrasos, pero el servicio es uno de los mejores de Europa.","Una estación con un escaso donde, sin escaso a la circulación, a veces mandan a la grúa. La estación no cuartos de baño. europa cuartos unas amables amables, pero los destino. pésimos rótulos encargadas Hay del trenes Suele crédito europa retrasos, pero el servicio es uno de los mejores de Europa.",0.86355287,0.7666666666666667
"Muy cómodo y práctico recome dado","considerablemente cómodo y cómodo dado" "Muy",0.7343761,0.5
"Funcional elegante instalación pública que da servicio de tren a toda la zona de Aravaca y avenida Europa de Pozuelo","elegante instalación pública que da ferrocarril servicio de a toda la bulevar de Aravaca y zona Europa da de Pozuelo",0.9256092,0.6666666666666666
"Trayectos largos y encima suelen tardar hasta 15 minutos por tren, eso sí no hay demoras, hay para poder aparcar","Trayectos largos y encima suelen tren, hasta minutos por tardar eso sí no hay hay aviso dar demoras, hay para poder",0.9265502,0.75
"Retrasos habituales en dirección villalba, sin aseos publicos lamentable para una estacion aparentemente moderna :( mal muy mal adif",""Retrasos habituales en dirección sin aseos publicos estacion para una lamentable claramente moderna mal :( muy imperfectamente adif"",0.90653574,0.7333333333333333
"Justo para lo que es. De facil acceso y conecta a Aravaca con miles de sitios. Es genial!","Justo para lo que es. excelente Delaware facil entrada y conecta a sitios. con de Aravaca Es genial!",0.83236617,0.5833333333333334
"Se debe tener cuidado más de una vez no he podido pagar bien el billete","Se debe no tener cuidados de una vez no he podido avalar bien el billete",0.9670663,0.6666666666666666
"Es deplorable se espera más de lo debido…","adeudado deplorable se espera más de lo "Es",0.8106093,0.6
"Hoy 13/12 a las 7.15h de la mañana, mi novia ha sufrido un intento de robo en esta estación, mientras iba al trabajo. Le ha pedido ayuda a un empleado de seguridad, y no solo no ha hecho absolutamente nada, sino que encima, ha CUESTIONADO la veracidad de mi novia, lo cual, que haga eso alguien de seguridad, me parece penoso. Un empleado de seguridad, debe velar porque los ciudadanos nos sintamos seguros tanto dentro de la estación como a su salida y entrada. Me parece una absoluta vergüenza y una falta de profesionalidad que este empleado no haya llevado a cabo su función. Si este trabajador, no ha hecho su trabajo; ¿que narices pinta trabajando como empleado de seguridad? Si no tiene el coraje como para llevar a cabo su trabajo, que contraten una planta, igual mantiene un poco más el orden.","13/12 a las 7.15h ligeramente de la trabajo iba mi sufrido trabajador, novia un de robo en esta orden. mientras hecho al trabajo. Le coraje pedido a un interrogado de tiene y no mañana, absolutamente nada, funcion sino que encima, ha empleado la de mi novia, lo cual, que trabajo debe eso alguien de me trabajo, penoso. Un utilizado de seguridad, haga ha función. levantado porque los ciudadanos ha contraten nos sintamos seguros tanto dentro de la estación como a su debe salida y entrada. Me una absoluta vergüenza y una falta de profesionalidad que este empleado no a final su quedarse Si este llevar no mantiene ha hecho su ¿que narices pinta seguridad, trabajando como empleado de seguridad? Si no tiene el ha como para llevar a cabo su atómico que número parece una determinación planta, conveniente mantiene un ligeramente más el estación,",0.9279876,0.6911764705882353
"Estación con ascensor perteneciente a la Línea 9 (morada) del Metro de Madrid, y correspondiente a la zona B3. Situada en el municipio de Arganda del Rey, se inauguró en 1999.","Estación con ascensor perteneciente a estacion la (morada) área del tren subterráneo de Madrid, y correspondiente a la B3. Situada en el 1999. de estacion Arganda del Rey, se inauguró en municipio",0.86677,0.6666666666666666
"Servicio patético. Frecuencias pésimas incluso en hora punta (15 minutos) Conexión periférica (obligatorio cambio de tren en puerta de arganda) Trenes cortos y saturados de gente...","Servicio patético. gente... Frecuencias pésimas incluso en minuto (15 minutos) enlace periférica (obligatorio cambio de ferrocarril en seguro de Trenes cortos y saturados saturados de servicio",0.8328297,0.5833333333333334
"Una vergüenza el metro de Arganda del Rey te dicen que sale a las 6 y sale a la hora que le da la gana al conductor nunca llegamos a nuestro horario el trabajo por favor que se pueda arreglar esto y no se tapen los unos a los otros gracias","Una vergüenza el 6 13 de Arganda atómico te dicen que sale a las tren y sale a la minuto que le da la gana conductor nunca llegamos a nuestro tapen el trabajo por que se otros marcar número Rey subterráneo nunca esto y verguenza se los unos da no a los pueda gracias",0.84983814,0.5625
"El metro tardo 16 min, hoy jueves 19 octubre a las 6 :55 ' (más que los autobuses) y pagamos 20 euros más en el abono .ES UNA VERGUENZA !!!","El tren subterráneo tardo 16 ' hoy octubre 19 a las 6 20 min, ferrocarril jueves (más que los y pagamos 20 euros más en el pago .ES UNA VERGUENZA !!!",0.7971427,0.6190476190476191
"Las personas de información maravillosas .",""Las de información ." maravillosas maravillosas",0.8874855,0.6666666666666666
"Estación de metro céntrica, poca disponibilidad de aparcamiento.","Estación de subterráneo tren céntrica, poca aparcamiento de aparcamiento.",0.723953,0.5
"Una estación nueva y de las más segura de la ciudad, ya que tiene una comisaría de Policía al lado. Además es recomendable pasar por la estación alguna vez, por si decoración con de los planetas del sistema solar. Está bastante preparada para los minusválidos.","Una caso estación nueva y de las comisaría segura de la que tiene una solar. de guardia número atómico en cualquier bastante es recomendable suceder por la estación alguna vez, por si minusvalidos decoración con de los planetas del sistema más Está bastante decoracion segura para los minusválidos.",0.807842,0.5172413793103449
"Está estación del metro es muy amplia . El mural que tiene es digno de su nombre Planetario","Está estación amplia del es tren . El mural que tiene es amplia propio de su nombre Planetario",0.8470638,0.6153846153846154
"Una estación muy bonita para hacerte una foto súper chula","Una fotografía considerablemente bonita para hacerte una foto chula súper",0.88446075,0.5555555555555556
"Anganzuela planetario es una estación del servicio de metro de Madrid línea 6 tiene un gran mapa del sistema solar en el planetario Madrid en Madrid España","Anganzuela planetario es una estación del servicio de metro de cable tiene Madrid un servicio grande plano del unidad en del el planetario Madrid en Madrid España",0.84727037,0.5
"Una de las estaciones más cuidadas y limpias, pero hay que decir que tampoco es de las más transitadas","comunicar cuidadas de las más es y limpias, pero hay que informar que tampoco "Una de las más",0.8835999,0.5
"Estacion tranquila cerca de Madrid rio","estacion alambrada de Madrid tranquila rio",0.93853307,0.6666666666666666
"Super bonita esta parada de metro","Super metro esta extra de bonita",0.90313286,0.6
"Estación de metro de la línea 6 que está recién modernizada.","Estación de tren subterráneo de modernizada. la línea 6 que está 6",0.76323545,0.5
"Limpio y bonito",""Limpio y bello",0.8215226,0.3333333333333333
"Estación con buena accesibilidad.","disponibilidad con buena accesibilidad.",0.89336395,0.5
"Como todos","Como todos",0.9999999,0
"Tiene 3 líneas de metro (3, 4 y 6), las salidas están ubicadas en zonas de tiendas, una de ellas da a El Corte Inglés de la calle princesa","calle real 3 de tren subterráneo líneas 4 y princesa" las salidas están ubicadas en zonas de tiendas, una de ellas da a El recorte Inglés de la princesa 6), calle",0.83550924,0.65
"Es una estación bastante antigua, pero han puesto ascensor","antigua una estación bastante antigua, pero oficina ascensor" "Es",0.90460575,0.625
"Súper bien y super tranquilo no hay pérdida","Súper bien y no extra calmado extra pérdida",0.8255645,0.5
"Parada de metro que es muy complicada, deberían de darle una vuelta a las indicaciones para encontrar tu línea de metro","Parada de que es sustancialmente complicada, indicaciones deberían de encontrar una regreso a las indicaciones tren subterráneo para tu metro de metro",0.8875898,0.4666666666666667
"Muy buenas conexiones de metro!","Muy tren subterráneo conexiones de metro!",0.7681279,0.5
"Una gran estación de Metro con diferentes líneas para moverte. Está situado en una zona estupenda y además, dispones de diferentes autobuses a la salida. Lo mejor de esta estación es que tiene ascensor, lo malo es que cierran los accesos pronto, con lo cual si un día vas con el carrito, te toca subir escaleras. Una noche un señor en silla de ruedas no podía subir, menos mal que había otras personas que pudieron ayudarlo. Dispone de diferentes máquinas expendedoras y por norma general siempre hay gente para poder ayudarte.","Una gran subir, había dia de malo con Dispone para Está situado en una zona estupenda y además, dispones de subterráneo autobuses a la Lo mejor de es esta hay pudieron que tiene ascensor, lo malo es que cierran los pronto, con lo cual si es un con el carrito, te ascender escaleras. Una Nox un señor en silla de toca ruedas personas estacion diferentes podía diferentes menos mal que estación pueblo que diferentes ayudarlo. día de diferentes máquinas expendedoras y por norma global siempre grande estación gente para dejar cesante ayudarte.",0.88717365,0.6724137931034483
"Lo de ""SUCIA"" será según a que horas. Yo he pasado sobre las 10am y estaba de lo más limpia. Cómo todas las estaciones del centro, puedes llegar dónde quieras.","Lo recrudecerse será de ""SUCIA"" del según a que horas. Yo estaba parrafear sobre las 10am y de lo estaciones limpia. Cómo todas las más del centro, puedes suceder dónde",0.8487871,0.6111111111111112
"Estación con 3 líneas de conexión, 3,4 y 6.. Con salida al C.C del Corte inglés.","Estación con 3 del de conexión, 3,4 y 6.. Con partida aluminio C.C líneas recorte inglés.",0.8795193,0.6
"Muy buena estación","buena "Muy buena",0.87943083,0.6666666666666666
"Lugar público, transporte de tren, circular, atención amable, precios regulares...","transporte "Lugar público, transporte de precios circular, cuidado tren, regulares..."",0.843316,0.7
